CheckpointID,SimulationID,Zone,Date,Year,DOY,StageName,Stage,SimSowDate,SimMatDate,SimHarvestDate,Rain,Radn,MaxT,MeanT,MinT,ThermalTime,AccEmTT,SoilTemp,PAWmm,NH4,NO3,Urea,OrganicC,NutrientStress,TempStress,WaterStress,Result,SimulationName,ID
1,1,Field,2020-03-01 12:00:00,2020,61,,1,NA,NA,NA,0,18.360000610351563,17.670000076293945,10.160000085830688,2.6500000953674316,5.64444449212816,0,9.109358958544178,358.19790759489035,1.9996887179876004,20.532998071624984,0,78936.77572239461,0.3,0.8450000115803309,1,NA,Simulation,58
1,1,Field,2020-03-02 12:00:00,2020,62,,1,NA,NA,NA,0.6800000071525574,12.130000114440918,19.350000381469727,12.615000247955322,5.880000114440918,7.068758011696072,0,9.30217641966517,356.74403685170546,1.964421803251,20.615959304800956,0,78942.36992522425,0.3,1,1,NA,Simulation,58
1,1,Field,2020-03-03 12:00:00,2020,63,,1,NA,NA,NA,4.429999828338623,9.460000038146973,23.6200008392334,19.285000324249268,14.949999809265137,11.620535752177238,0,9.723989147021229,359.26198714358,1.9878044545652913,20.708671758476605,0,78962.31979173099,0.3,1,1,NA,Simulation,58
1,1,Field,2020-03-04 12:00:00,2020,64,,1,NA,NA,NA,68.20999908447266,3.5999999046325684,24.739999771118164,19.460000038146973,14.180000305175781,11.886199997928408,0,10.45859147876017,390.6279798761882,2.0208754210646824,20.76051203141474,0,78981.25534978583,0.3,1,1,NA,Simulation,58
1,1,Field,2020-03-05 12:00:00,2020,65,,1,NA,NA,NA,18.920000076293945,4.059999942779541,24.110000610351563,17.240000247955322,10.369999885559082,10.359391798549229,0,11.16143685474283,407.35426982527196,2.029503807645999,20.80179832789859,0,78994.13649354388,0.3,1,1,NA,Simulation,58
1,1,Field,2020-03-06 12:00:00,2020,66,,1,NA,NA,NA,0.23000000417232513,22.719999313354492,16.56999969482422,11.204999923706055,5.840000152587891,6.224999957614475,0,11.637495318524572,403.2969398543611,1.975411824756079,20.870848787974435,0,78996.378055497,0.3,0.8410714013235909,1,NA,Simulation,58
1,1,Field,2020-03-07 12:00:00,2020,67,,1,NA,NA,NA,0,22.989999771118164,14.180000305175781,7.615000128746033,1.0499999523162842,4.230555627081129,0,11.750038756717993,400.3070249700427,1.9115909369418307,20.92820593809254,0,78995.59154961725,0.3,0.4139286024229867,1,NA,Simulation,58
1,1,Field,2020-03-08 12:00:00,2020,68,,1,NA,NA,NA,0,19.799999237060547,16.139999389648438,9.384999752044678,2.630000114440918,5.213888751135932,0,11.57646717397302,396.0142973453917,1.8518650591604688,20.968876294333334,0,78995.13927289582,0.3,0.6803570815495082,1,NA,Simulation,58
1,1,Field,2020-03-09 12:00:00,2020,69,,1,NA,NA,NA,0,16.950000762939453,20.209999084472656,13.759999513626099,7.309999942779541,7.804214633774757,0,11.379590277234728,392.6736625197845,1.79672496770079,21.001100417368015,0,78995.25542063845,0.3,1,1,NA,Simulation,58
1,1,Field,2020-03-10 12:00:00,2020,70,,1,NA,NA,NA,0,12.920000076293945,22.309999465942383,17.429999828338623,12.550000190734863,10.23184159412384,0,11.547223344955748,389.444250590861,1.7394719439401551,21.035212894623776,0,78994.58926356956,0.3,1,1,NA,Simulation,58
1,1,Field,2020-03-11 12:00:00,2020,71,,1,NA,NA,NA,1.440000057220459,14.359999656677246,21.6200008392334,17.40000057220459,13.180000305175781,10.117194259770711,0,12.045597027499415,386.1226840881844,1.6778677060543243,21.070483266272948,0,78992.47944737371,0.3,1,1,NA,Simulation,58
1,1,Field,2020-03-12 12:00:00,2020,72,,1,NA,NA,NA,0.27000001072883606,16.149999618530273,24.56999969482422,19.43499994277954,14.300000190734863,11.846979781985283,0,12.613116131138163,382.6976798091125,1.6122595495015746,21.106694113231697,0,78988.72132196832,0.3,1,1,NA,Simulation,58
