CheckpointID,SimulationID,Zone,Date,Year,DOY,StageName,Stage,SimSowDate,SimMatDate,SimHarvestDate,Rain,Radn,MaxT,MeanT,MinT,ThermalTime,AccEmTT,SoilTemp,PAWmm,NH4,NO3,Urea,OrganicC,FracGrowthRate,NutrientStress,TempStress,WaterStress,Result,SimulationName,ID
1,1,Field,2018-04-24 12:00:00,2018,114,,1,NA,NA,NA,0.15000000596046448,20.270000457763672,19.43000030517578,10.225000143051147,1.0199999809265137,2.978016621994972,0,13.675341092272813,357.904459758569,2.017101843833096,20.509569113718854,0,78939.7051396489,0,1,0.022500014305114748,1,NA,Simulation,68
1,1,Field,2018-04-25 12:00:00,2018,115,,1,NA,NA,NA,14.289999961853027,9.220000267028809,16.06999969482422,11.81499981880188,7.559999942779541,2.348379538878798,0,13.321789857648776,370.34492486740794,2.000767175113919,20.55621731382104,0,78945.88434116381,0,1,0.181499981880188,1,NA,Simulation,68
1,1,Field,2018-04-26 12:00:00,2018,116,,1,NA,NA,NA,9.930000305175781,5.980000019073486,11.430000305175781,8.845000267028809,6.260000228881836,0.3124860486388208,0,12.933300016867502,379.29707713526483,1.9789728290258903,20.584101728471655,0,78948.64494480772,0,1,0,1,NA,Simulation,68
1,1,Field,2018-04-27 12:00:00,2018,117,,1,NA,NA,NA,1.1100000143051147,13.880000114440918,14.350000381469727,9.420000076293945,4.489999771118164,1.2447091331481936,0,12.478487769434476,378.1750084400693,1.9574456331280008,20.618410309658827,0,78951.58268450332,0,1,0,1,NA,Simulation,68
1,1,Field,2018-04-28 12:00:00,2018,118,,1,NA,NA,NA,2.059999942779541,12.989999771118164,14.199999809265137,9.625,5.050000190734863,1.236697440624237,0,12.12652072686215,378.0756143957447,1.9403615020637026,20.651340876482394,0,78954.55868465989,0,1,0,1,NA,Simulation,68
1,1,Field,2018-04-29 12:00:00,2018,119,,1,NA,NA,NA,17,4.78000020980835,8.850000381469727,5.5650001764297485,2.2799999713897705,0,0,11.826642841794014,392.72273200910956,1.9204400061733182,20.65591820788098,0,78954.93324135976,0,1,0,1,NA,Simulation,68
1,1,Field,2018-04-30 12:00:00,2018,120,,1,NA,NA,NA,8.119999885559082,9.579999923706055,12.489999771118164,7.224999904632568,1.9600000381469727,0.47799836322665223,0,11.355457365265742,399.08775997898914,1.901517141763877,20.658234008974087,0,78956.64476628415,0,1,0,1,NA,Simulation,68
1,1,Field,2018-05-01 12:00:00,2018,121,,1,NA,NA,NA,0.3100000023841858,17.219999313354492,17.15999984741211,10.149999976158142,3.140000104904175,2.257212948000431,0,10.966222350256329,396.0848158598239,1.8941470821490725,20.660915705647444,0,78960.17928512764,0,1,0.01499999761581421,1,NA,Simulation,68
1,1,Field,2018-05-02 12:00:00,2018,122,,1,NA,NA,NA,1,17.059999465942383,23.5,16.005000114440918,8.510000228881836,6.1157371862173076,0,10.88400481086115,393.15880098602037,1.9094965930200463,20.669981637435637,0,78968.8393329381,0,1,0.6005000114440918,1,NA,Simulation,68
1,1,Field,2018-05-03 12:00:00,2018,123,,1,NA,NA,NA,10.979999542236328,4.900000095367432,17.079999923706055,13.425000190734863,9.770000457763672,3.4250001907348633,0,11.16110979931171,402.12841802484274,1.909264894534431,20.67333515688884,0,78976.4020746246,0,1,0.3425000190734864,1,NA,Simulation,68
1,1,Field,2018-05-04 12:00:00,2018,124,,1,NA,NA,NA,5.619999885559082,8.829999923706055,19.81999969482422,13.549999952316284,7.28000020980835,4.011020158857107,0,11.372349980794585,404.9380264125631,1.9064179648380049,20.66942232401999,0,78983.77675284065,0,1,0.35499999523162845,1,NA,Simulation,68
1,1,Field,2018-05-05 12:00:00,2018,125,,1,NA,NA,NA,0.7400000095367432,20.43000030517578,19.469999313354492,12.649999618530273,5.829999923706055,3.6020809245109557,0,11.532362399860256,400.576257551721,1.9001841860540651,20.664089724499448,0,78988.10775654935,0,1,0.2649999618530274,1,NA,Simulation,68
1,1,Field,2018-05-06 12:00:00,2018,126,,1,NA,NA,NA,0.9399999976158142,22.270000457763672,17,12.480000019073486,7.960000038146973,2.8396125064790247,0,11.669523762503411,395.8846661679387,1.8912489812375277,20.656254730907754,0,78990.75326798334,0,1,0.24800000190734864,1,NA,Simulation,68
1,1,Field,2018-05-07 12:00:00,2018,127,,1,NA,NA,NA,0.07999999821186066,28.899999618530273,13.899999618530273,9.084999799728394,4.269999980926514,1.045701435133815,0,11.735680582687502,390.5127347618288,1.8696805636543141,20.642725634158687,0,78990.12114176223,0,1,0,1,NA,Simulation,68
1,1,Field,2018-05-08 12:00:00,2018,128,,1,NA,NA,NA,0.6000000238418579,28.790000915527344,19.559999465942383,10.954999685287476,2.3499999046325684,3.1562362743616106,0,11.711770020607428,385.7571952284167,1.8491430775997877,20.623364044470435,0,78989.11425829631,0,1,0.09549996852874756,1,NA,Simulation,68
1,1,Field,2018-05-09 12:00:00,2018,129,,1,NA,NA,NA,0.7699999809265137,27.760000228881836,24.420000076293945,16.869999885559082,9.319999694824219,6.869999885559081,0,11.832895905851247,381.9140523794266,1.8298500034320555,20.60503815253398,0,78986.68843786526,0,1,0.6869999885559083,1,NA,Simulation,68
1,1,Field,2018-05-10 12:00:00,2018,130,,1,NA,NA,NA,1.340000033378601,10.460000038146973,20.540000915527344,14.640000343322754,8.739999771118164,4.7489428805589675,0,12.287528463024193,378.9336063435977,1.8099705873786651,20.591496021310814,0,78983.62165578548,0,1,0.46400003433227544,1,NA,Simulation,68
