ID,Site,Latitude,Longitude,Genetics,Planting,ID_Loc,Year,Mat,Yield_Sim,MaxStage,StartDate,PlantingDate_Sim,DTM_Sim,MatDate_Sim,HarvestDate_Sim,EndDate,Result
338,saginaw_mi,43.4003,-83.8684,0.5,2021,10,2021,mid0,0,2.9401378834391547,2021-03-28,2021-04-11,NA,NA,2021-05-11,2021-05-25,Failed to Emerge.
339,saginaw_mi,43.4003,-83.8684,1.5,2021,10,2021,mid1,0,2.9401378834391547,2021-03-28,2021-04-11,NA,NA,2021-05-11,2021-05-25,Failed to Emerge.
340,saginaw_mi,43.4003,-83.8684,2.5,2021,10,2021,mid2,0,2.9401378834391547,2021-03-28,2021-04-11,NA,NA,2021-05-11,2021-05-25,Failed to Emerge.
341,saginaw_mi,43.4003,-83.8684,-1.5,2022,10,2022,mid000,236.8267584398128,11,2022-05-13,2022-05-27,75,2022-08-10,2022-08-14,2022-08-28,Harvested at Maturity.
342,saginaw_mi,43.4003,-83.8684,-0.5,2022,10,2022,mid00,854.6328414478012,11,2022-05-13,2022-05-27,105,2022-09-09,2022-09-12,2022-09-26,Harvested at Maturity.
343,saginaw_mi,43.4003,-83.8684,0.5,2022,10,2022,mid0,858.7919952063282,11,2022-05-13,2022-05-27,108,2022-09-12,2022-09-16,2022-09-30,Harvested at Maturity.
344,saginaw_mi,43.4003,-83.8684,1.5,2022,10,2022,mid1,1107.848035081791,11,2022-05-13,2022-05-27,126,2022-09-30,2022-10-08,2022-10-22,Harvested at Maturity.
345,saginaw_mi,43.4003,-83.8684,2.5,2022,10,2022,mid2,1303.6115154474264,11,2022-05-13,2022-05-27,144,2022-10-18,2022-10-27,2022-11-10,Harvested at Maturity.
346,saginaw_mi,43.4003,-83.8684,-1.5,2023,10,2023,mid000,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,saginaw_mi,43.4003,-83.8684,-0.5,2023,10,2023,mid00,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,saginaw_mi,43.4003,-83.8684,0.5,2023,10,2023,mid0,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,saginaw_mi,43.4003,-83.8684,1.5,2023,10,2023,mid1,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,saginaw_mi,43.4003,-83.8684,2.5,2023,10,2023,mid2,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,danvers_mn,45.2803,-95.7591,-1.5,2017,11,2017,mid000,255.8303369446728,11,2017-05-03,2017-05-17,83,2017-08-08,2017-08-13,2017-08-27,Harvested at Maturity.
352,danvers_mn,45.2803,-95.7591,-0.5,2017,11,2017,mid00,813.5113649127653,11,2017-05-03,2017-05-17,120,2017-09-14,2017-09-17,2017-10-01,Harvested at Maturity.
353,danvers_mn,45.2803,-95.7591,0.5,2017,11,2017,mid0,896.9653954103933,11,2017-05-03,2017-05-17,122,2017-09-16,2017-09-21,2017-10-05,Harvested at Maturity.
354,danvers_mn,45.2803,-95.7591,1.5,2017,11,2017,mid1,1154.9534517667385,11,2017-05-03,2017-05-17,146,2017-10-10,2017-10-19,2017-11-02,Harvested at Maturity.
355,danvers_mn,45.2803,-95.7591,2.5,2017,11,2017,mid2,1156.0307561059406,11,2017-05-03,2017-05-17,169,2017-11-02,2017-11-12,2017-11-26,Harvested at Maturity.
356,danvers_mn,45.2803,-95.7591,-1.5,2018,11,2018,mid000,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,danvers_mn,45.2803,-95.7591,-0.5,2018,11,2018,mid00,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,danvers_mn,45.2803,-95.7591,0.5,2018,11,2018,mid0,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,danvers_mn,45.2803,-95.7591,1.5,2018,11,2018,mid1,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,danvers_mn,45.2803,-95.7591,2.5,2018,11,2018,mid2,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,danvers_mn,45.2803,-95.7591,-1.5,2019,11,2019,mid000,221.1948647487253,11,2019-05-04,2019-05-18,84,2019-08-10,2019-08-14,2019-08-28,Harvested at Maturity.
362,danvers_mn,45.2803,-95.7591,-0.5,2019,11,2019,mid00,876.7472760463993,11,2019-05-04,2019-05-18,123,2019-09-18,2019-09-21,2019-10-05,Harvested at Maturity.
363,danvers_mn,45.2803,-95.7591,0.5,2019,11,2019,mid0,949.9065938068838,11,2019-05-04,2019-05-18,125,2019-09-20,2019-09-24,2019-10-08,Harvested at Maturity.
364,danvers_mn,45.2803,-95.7591,1.5,2019,11,2019,mid1,1087.7298195559033,11,2019-05-04,2019-05-18,151,2019-10-16,2019-10-26,2019-11-09,Harvested at Maturity.
365,danvers_mn,45.2803,-95.7591,2.5,2019,11,2019,mid2,1135.4081852583963,11,2019-05-04,2019-05-18,176,2019-11-10,2019-11-21,2019-12-05,Harvested at Maturity.
366,danvers_mn,45.2803,-95.7591,-1.5,2020,11,2020,mid000,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,danvers_mn,45.2803,-95.7591,-0.5,2020,11,2020,mid00,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,danvers_mn,45.2803,-95.7591,0.5,2020,11,2020,mid0,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,danvers_mn,45.2803,-95.7591,1.5,2020,11,2020,mid1,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,danvers_mn,45.2803,-95.7591,2.5,2020,11,2020,mid2,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,danvers_mn,45.2803,-95.7591,-1.5,2021,11,2021,mid000,240.73599453734255,11,2021-03-24,2021-04-07,107,2021-07-23,2021-07-25,2021-08-08,Harvested at Maturity.
372,danvers_mn,45.2803,-95.7591,-0.5,2021,11,2021,mid00,836.6332696225898,11,2021-03-24,2021-04-07,133,2021-08-18,2021-08-20,2021-09-03,Harvested at Maturity.
373,danvers_mn,45.2803,-95.7591,0.5,2021,11,2021,mid0,943.5447307489,11,2021-03-24,2021-04-07,136,2021-08-21,2021-08-25,2021-09-08,Harvested at Maturity.
374,danvers_mn,45.2803,-95.7591,1.5,2021,11,2021,mid1,1100.9572698662985,11,2021-03-24,2021-04-07,154,2021-09-08,2021-09-14,2021-09-28,Harvested at Maturity.
375,danvers_mn,45.2803,-95.7591,2.5,2021,11,2021,mid2,1348.0723374983577,11,2021-03-24,2021-04-07,172,2021-09-26,2021-10-01,2021-10-15,Harvested at Maturity.
376,danvers_mn,45.2803,-95.7591,-1.5,2022,11,2022,mid000,245.32000026466463,11,2022-04-25,2022-05-09,84,2022-08-01,2022-08-04,2022-08-18,Harvested at Maturity.
377,danvers_mn,45.2803,-95.7591,-0.5,2022,11,2022,mid00,941.8489930630168,11,2022-04-25,2022-05-09,113,2022-08-30,2022-09-02,2022-09-16,Harvested at Maturity.
378,danvers_mn,45.2803,-95.7591,0.5,2022,11,2022,mid0,982.653528124344,11,2022-04-25,2022-05-09,116,2022-09-02,2022-09-06,2022-09-20,Harvested at Maturity.
379,danvers_mn,45.2803,-95.7591,1.5,2022,11,2022,mid1,1240.6558391593355,11,2022-04-25,2022-05-09,132,2022-09-18,2022-09-23,2022-10-07,Harvested at Maturity.
380,danvers_mn,45.2803,-95.7591,2.5,2022,11,2022,mid2,1291.920880404211,11,2022-04-25,2022-05-09,149,2022-10-05,2022-10-13,2022-10-27,Harvested at Maturity.
381,danvers_mn,45.2803,-95.7591,-1.5,2023,11,2023,mid000,241.34346333700296,11,2023-04-30,2023-05-14,74,2023-07-27,2023-07-30,2023-08-13,Harvested at Maturity.
382,danvers_mn,45.2803,-95.7591,-0.5,2023,11,2023,mid00,904.8265153404064,11,2023-04-30,2023-05-14,103,2023-08-25,2023-08-27,2023-09-10,Harvested at Maturity.
383,danvers_mn,45.2803,-95.7591,0.5,2023,11,2023,mid0,996.1508689272588,11,2023-04-30,2023-05-14,107,2023-08-29,2023-08-31,2023-09-14,Harvested at Maturity.
384,danvers_mn,45.2803,-95.7591,1.5,2023,11,2023,mid1,1296.7327931247416,11,2023-04-30,2023-05-14,122,2023-09-13,2023-09-19,2023-10-03,Harvested at Maturity.
385,danvers_mn,45.2803,-95.7591,2.5,2023,11,2023,mid2,1276.2945537760168,11,2023-04-30,2023-05-14,136,2023-09-27,2023-10-02,2023-10-16,Harvested at Maturity.
386,morris_mn,45.3552,-95.5436,-1.5,2017,12,2017,mid000,255.52957363031615,11,2017-05-03,2017-05-17,84,2017-08-09,2017-08-13,2017-08-27,Harvested at Maturity.
387,morris_mn,45.3552,-95.5436,-0.5,2017,12,2017,mid00,813.8385986611661,11,2017-05-03,2017-05-17,120,2017-09-14,2017-09-17,2017-10-01,Harvested at Maturity.
388,morris_mn,45.3552,-95.5436,0.5,2017,12,2017,mid0,897.3091639956516,11,2017-05-03,2017-05-17,123,2017-09-17,2017-09-21,2017-10-05,Harvested at Maturity.
389,morris_mn,45.3552,-95.5436,1.5,2017,12,2017,mid1,1137.2707534469648,11,2017-05-03,2017-05-17,146,2017-10-10,2017-10-19,2017-11-02,Harvested at Maturity.
390,morris_mn,45.3552,-95.5436,2.5,2017,12,2017,mid2,1134.2437506801446,11,2017-05-03,2017-05-17,169,2017-11-02,2017-11-13,2017-11-27,Harvested at Maturity.
391,morris_mn,45.3552,-95.5436,-1.5,2018,12,2018,mid000,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,morris_mn,45.3552,-95.5436,-0.5,2018,12,2018,mid00,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,morris_mn,45.3552,-95.5436,0.5,2018,12,2018,mid0,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,morris_mn,45.3552,-95.5436,1.5,2018,12,2018,mid1,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,morris_mn,45.3552,-95.5436,2.5,2018,12,2018,mid2,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,morris_mn,45.3552,-95.5436,-1.5,2019,12,2019,mid000,225.47799305013336,11,2019-05-04,2019-05-18,84,2019-08-10,2019-08-14,2019-08-28,Harvested at Maturity.
397,morris_mn,45.3552,-95.5436,-0.5,2019,12,2019,mid00,876.8031224956653,11,2019-05-04,2019-05-18,123,2019-09-18,2019-09-21,2019-10-05,Harvested at Maturity.
398,morris_mn,45.3552,-95.5436,0.5,2019,12,2019,mid0,948.5939972231856,11,2019-05-04,2019-05-18,125,2019-09-20,2019-09-24,2019-10-08,Harvested at Maturity.
399,morris_mn,45.3552,-95.5436,1.5,2019,12,2019,mid1,1147.0717644137446,11,2019-05-04,2019-05-18,152,2019-10-17,2019-10-26,2019-11-09,Harvested at Maturity.
400,morris_mn,45.3552,-95.5436,2.5,2019,12,2019,mid2,1143.6643498794967,11,2019-05-04,2019-05-18,176,2019-11-10,2019-11-21,2019-12-05,Harvested at Maturity.
401,morris_mn,45.3552,-95.5436,-1.5,2020,12,2020,mid000,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,morris_mn,45.3552,-95.5436,-0.5,2020,12,2020,mid00,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,morris_mn,45.3552,-95.5436,0.5,2020,12,2020,mid0,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,morris_mn,45.3552,-95.5436,1.5,2020,12,2020,mid1,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,morris_mn,45.3552,-95.5436,2.5,2020,12,2020,mid2,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,morris_mn,45.3552,-95.5436,-1.5,2021,12,2021,mid000,240.3527637963873,11,2021-03-24,2021-04-07,107,2021-07-23,2021-07-26,2021-08-09,Harvested at Maturity.
407,morris_mn,45.3552,-95.5436,-0.5,2021,12,2021,mid00,837.1221565176008,11,2021-03-24,2021-04-07,133,2021-08-18,2021-08-21,2021-09-04,Harvested at Maturity.
408,morris_mn,45.3552,-95.5436,0.5,2021,12,2021,mid0,947.00763913723,11,2021-03-24,2021-04-07,137,2021-08-22,2021-08-25,2021-09-08,Harvested at Maturity.
409,morris_mn,45.3552,-95.5436,1.5,2021,12,2021,mid1,1298.690340674774,11,2021-03-24,2021-04-07,155,2021-09-09,2021-09-14,2021-09-28,Harvested at Maturity.
410,morris_mn,45.3552,-95.5436,2.5,2021,12,2021,mid2,1530.4216503600107,11,2021-03-24,2021-04-07,172,2021-09-26,2021-10-01,2021-10-15,Harvested at Maturity.
411,morris_mn,45.3552,-95.5436,-1.5,2022,12,2022,mid000,233.8652153036153,11,2022-04-25,2022-05-09,84,2022-08-01,2022-08-04,2022-08-18,Harvested at Maturity.
412,morris_mn,45.3552,-95.5436,-0.5,2022,12,2022,mid00,941.878536784022,11,2022-04-25,2022-05-09,113,2022-08-30,2022-09-02,2022-09-16,Harvested at Maturity.
413,morris_mn,45.3552,-95.5436,0.5,2022,12,2022,mid0,1001.0231096168308,11,2022-04-25,2022-05-09,116,2022-09-02,2022-09-06,2022-09-20,Harvested at Maturity.
414,morris_mn,45.3552,-95.5436,1.5,2022,12,2022,mid1,1260.6383820856304,11,2022-04-25,2022-05-09,132,2022-09-18,2022-09-23,2022-10-07,Harvested at Maturity.
415,morris_mn,45.3552,-95.5436,2.5,2022,12,2022,mid2,1524.8190615492078,11,2022-04-25,2022-05-09,149,2022-10-05,2022-10-13,2022-10-27,Harvested at Maturity.
416,morris_mn,45.3552,-95.5436,-1.5,2023,12,2023,mid000,245.3755063503253,11,2023-04-30,2023-05-14,75,2023-07-28,2023-07-31,2023-08-14,Harvested at Maturity.
417,morris_mn,45.3552,-95.5436,-0.5,2023,12,2023,mid00,905.8158550673596,11,2023-04-30,2023-05-14,103,2023-08-25,2023-08-28,2023-09-11,Harvested at Maturity.
418,morris_mn,45.3552,-95.5436,0.5,2023,12,2023,mid0,1003.4737951932044,11,2023-04-30,2023-05-14,107,2023-08-29,2023-09-01,2023-09-15,Harvested at Maturity.
419,morris_mn,45.3552,-95.5436,1.5,2023,12,2023,mid1,1398.3568994325185,11,2023-04-30,2023-05-14,122,2023-09-13,2023-09-19,2023-10-03,Harvested at Maturity.
420,morris_mn,45.3552,-95.5436,2.5,2023,12,2023,mid2,1532.110561902075,11,2023-04-30,2023-05-14,137,2023-09-28,2023-10-03,2023-10-17,Harvested at Maturity.
421,kanawha_ia,42.9333,-93.7924,-1.5,2017,13,2017,mid000,215.63522395288177,11,2017-04-02,2017-04-16,98,2017-07-23,2017-07-27,2017-08-10,Harvested at Maturity.
422,kanawha_ia,42.9333,-93.7924,-0.5,2017,13,2017,mid00,916.3230696378296,11,2017-04-02,2017-04-16,131,2017-08-25,2017-08-29,2017-09-12,Harvested at Maturity.
423,kanawha_ia,42.9333,-93.7924,0.5,2017,13,2017,mid0,986.0156652087746,11,2017-04-02,2017-04-16,135,2017-08-29,2017-09-02,2017-09-16,Harvested at Maturity.
424,kanawha_ia,42.9333,-93.7924,1.5,2017,13,2017,mid1,1276.9835087627157,11,2017-04-02,2017-04-16,152,2017-09-15,2017-09-20,2017-10-04,Harvested at Maturity.
425,kanawha_ia,42.9333,-93.7924,2.5,2017,13,2017,mid2,1464.5329109451204,11,2017-04-02,2017-04-16,162,2017-09-25,2017-10-02,2017-10-16,Harvested at Maturity.
426,kanawha_ia,42.9333,-93.7924,-1.5,2018,13,2018,mid000,192.7560515430942,11,2018-04-18,2018-05-02,74,2018-07-15,2018-07-18,2018-08-01,Harvested at Maturity.
427,kanawha_ia,42.9333,-93.7924,-0.5,2018,13,2018,mid00,863.3329791186281,11,2018-04-18,2018-05-02,105,2018-08-15,2018-08-18,2018-09-01,Harvested at Maturity.
428,kanawha_ia,42.9333,-93.7924,0.5,2018,13,2018,mid0,987.5186576925798,11,2018-04-18,2018-05-02,108,2018-08-18,2018-08-22,2018-09-05,Harvested at Maturity.
429,kanawha_ia,42.9333,-93.7924,1.5,2018,13,2018,mid1,1296.6279291539856,11,2018-04-18,2018-05-02,125,2018-09-04,2018-09-09,2018-09-23,Harvested at Maturity.
430,kanawha_ia,42.9333,-93.7924,2.5,2018,13,2018,mid2,1488.4030262246624,11,2018-04-18,2018-05-02,138,2018-09-17,2018-09-21,2018-10-05,Harvested at Maturity.
431,kanawha_ia,42.9333,-93.7924,-1.5,2019,13,2019,mid000,192.0894660241893,11,2019-03-27,2019-04-10,108,2019-07-27,2019-07-30,2019-08-13,Harvested at Maturity.
432,kanawha_ia,42.9333,-93.7924,-0.5,2019,13,2019,mid00,807.4805403812725,11,2019-03-27,2019-04-10,138,2019-08-26,2019-08-31,2019-09-14,Harvested at Maturity.
433,kanawha_ia,42.9333,-93.7924,0.5,2019,13,2019,mid0,861.161343138237,11,2019-03-27,2019-04-10,142,2019-08-30,2019-09-04,2019-09-18,Harvested at Maturity.
434,kanawha_ia,42.9333,-93.7924,1.5,2019,13,2019,mid1,1125.7603224354796,11,2019-03-27,2019-04-10,160,2019-09-17,2019-09-20,2019-10-04,Harvested at Maturity.
435,kanawha_ia,42.9333,-93.7924,2.5,2019,13,2019,mid2,1358.8221262023606,11,2019-03-27,2019-04-10,170,2019-09-27,2019-10-05,2019-10-19,Harvested at Maturity.
436,kanawha_ia,42.9333,-93.7924,-1.5,2020,13,2020,mid000,212.3738322722347,11,2020-05-02,2020-05-16,72,2020-07-27,2020-07-30,2020-08-13,Harvested at Maturity.
437,kanawha_ia,42.9333,-93.7924,-0.5,2020,13,2020,mid00,820.1701053520574,11,2020-05-02,2020-05-16,101,2020-08-25,2020-08-27,2020-09-10,Harvested at Maturity.
438,kanawha_ia,42.9333,-93.7924,0.5,2020,13,2020,mid0,885.1536421180672,11,2020-05-02,2020-05-16,103,2020-08-27,2020-08-30,2020-09-13,Harvested at Maturity.
439,kanawha_ia,42.9333,-93.7924,1.5,2020,13,2020,mid1,1178.2620912448976,11,2020-05-02,2020-05-16,121,2020-09-14,2020-09-21,2020-10-05,Harvested at Maturity.
440,kanawha_ia,42.9333,-93.7924,2.5,2020,13,2020,mid2,1483.0497712917895,11,2020-05-02,2020-05-16,135,2020-09-28,2020-10-07,2020-10-21,Harvested at Maturity.
441,kanawha_ia,42.9333,-93.7924,-1.5,2021,13,2021,mid000,207.99865631557108,11,2021-05-06,2021-05-20,67,2021-07-26,2021-07-29,2021-08-12,Harvested at Maturity.
442,kanawha_ia,42.9333,-93.7924,-0.5,2021,13,2021,mid00,757.9634220980712,11,2021-05-06,2021-05-20,92,2021-08-20,2021-08-23,2021-09-06,Harvested at Maturity.
443,kanawha_ia,42.9333,-93.7924,0.5,2021,13,2021,mid0,765.0288499890131,11,2021-05-06,2021-05-20,95,2021-08-23,2021-08-25,2021-09-08,Harvested at Maturity.
444,kanawha_ia,42.9333,-93.7924,1.5,2021,13,2021,mid1,1122.2136546395084,11,2021-05-06,2021-05-20,108,2021-09-05,2021-09-11,2021-09-25,Harvested at Maturity.
445,kanawha_ia,42.9333,-93.7924,2.5,2021,13,2021,mid2,1303.5874321583665,11,2021-05-06,2021-05-20,121,2021-09-18,2021-09-24,2021-10-08,Harvested at Maturity.
446,kanawha_ia,42.9333,-93.7924,-1.5,2022,13,2022,mid000,207.24792931891724,11,2022-05-11,2022-05-25,67,2022-07-31,2022-08-03,2022-08-17,Harvested at Maturity.
447,kanawha_ia,42.9333,-93.7924,-0.5,2022,13,2022,mid00,830.3582822842984,11,2022-05-11,2022-05-25,94,2022-08-27,2022-08-29,2022-09-12,Harvested at Maturity.
448,kanawha_ia,42.9333,-93.7924,0.5,2022,13,2022,mid0,917.7755021752898,11,2022-05-11,2022-05-25,96,2022-08-29,2022-09-01,2022-09-15,Harvested at Maturity.
449,kanawha_ia,42.9333,-93.7924,1.5,2022,13,2022,mid1,1134.6698285056748,11,2022-05-11,2022-05-25,111,2022-09-13,2022-09-17,2022-10-01,Harvested at Maturity.
450,kanawha_ia,42.9333,-93.7924,2.5,2022,13,2022,mid2,1459.8617821164055,11,2022-05-11,2022-05-25,122,2022-09-24,2022-10-02,2022-10-16,Harvested at Maturity.
451,kanawha_ia,42.9333,-93.7924,-1.5,2023,13,2023,mid000,217.3112125625865,11,2023-04-27,2023-05-11,74,2023-07-24,2023-07-26,2023-08-09,Harvested at Maturity.
452,kanawha_ia,42.9333,-93.7924,-0.5,2023,13,2023,mid00,859.5849298241269,11,2023-04-27,2023-05-11,99,2023-08-18,2023-08-21,2023-09-04,Harvested at Maturity.
453,kanawha_ia,42.9333,-93.7924,0.5,2023,13,2023,mid0,900.3771236350941,11,2023-04-27,2023-05-11,102,2023-08-21,2023-08-24,2023-09-07,Harvested at Maturity.
454,kanawha_ia,42.9333,-93.7924,1.5,2023,13,2023,mid1,1103.5785736497155,11,2023-04-27,2023-05-11,115,2023-09-03,2023-09-07,2023-09-21,Harvested at Maturity.
455,kanawha_ia,42.9333,-93.7924,2.5,2023,13,2023,mid2,1249.477084410919,11,2023-04-27,2023-05-11,127,2023-09-15,2023-09-21,2023-10-05,Harvested at Maturity.
456,ridgetown_ont,42.4527,-81.8803,-1.5,2017,14,2017,mid000,224.8895026787497,11,2017-04-12,2017-04-26,99,2017-08-03,2017-08-06,2017-08-20,Harvested at Maturity.
457,ridgetown_ont,42.4527,-81.8803,-0.5,2017,14,2017,mid00,797.9706849915747,11,2017-04-12,2017-04-26,129,2017-09-02,2017-09-06,2017-09-20,Harvested at Maturity.
458,ridgetown_ont,42.4527,-81.8803,0.5,2017,14,2017,mid0,823.7090012596932,11,2017-04-12,2017-04-26,132,2017-09-05,2017-09-11,2017-09-25,Harvested at Maturity.
459,ridgetown_ont,42.4527,-81.8803,1.5,2017,14,2017,mid1,1164.0497161668998,11,2017-04-12,2017-04-26,149,2017-09-22,2017-09-25,2017-10-09,Harvested at Maturity.
460,ridgetown_ont,42.4527,-81.8803,2.5,2017,14,2017,mid2,1347.0293250215964,11,2017-04-12,2017-04-26,158,2017-10-01,2017-10-08,2017-10-22,Harvested at Maturity.
461,ridgetown_ont,42.4527,-81.8803,-1.5,2018,14,2018,mid000,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,ridgetown_ont,42.4527,-81.8803,-0.5,2018,14,2018,mid00,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,ridgetown_ont,42.4527,-81.8803,0.5,2018,14,2018,mid0,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,ridgetown_ont,42.4527,-81.8803,1.5,2018,14,2018,mid1,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,ridgetown_ont,42.4527,-81.8803,2.5,2018,14,2018,mid2,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,ridgetown_ont,42.4527,-81.8803,-1.5,2019,14,2019,mid000,215.060485173581,11,2019-04-22,2019-05-06,91,2019-08-05,2019-08-08,2019-08-22,Harvested at Maturity.
467,ridgetown_ont,42.4527,-81.8803,-0.5,2019,14,2019,mid00,774.2853047282401,11,2019-04-22,2019-05-06,117,2019-08-31,2019-09-04,2019-09-18,Harvested at Maturity.
468,ridgetown_ont,42.4527,-81.8803,0.5,2019,14,2019,mid0,804.5992145422988,11,2019-04-22,2019-05-06,120,2019-09-03,2019-09-07,2019-09-21,Harvested at Maturity.
469,ridgetown_ont,42.4527,-81.8803,1.5,2019,14,2019,mid1,1110.5640283256644,11,2019-04-22,2019-05-06,135,2019-09-18,2019-09-22,2019-10-06,Harvested at Maturity.
470,ridgetown_ont,42.4527,-81.8803,2.5,2019,14,2019,mid2,1315.151343405976,11,2019-04-22,2019-05-06,145,2019-09-28,2019-10-04,2019-10-18,Harvested at Maturity.
471,ridgetown_ont,42.4527,-81.8803,-1.5,2020,14,2020,mid000,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,ridgetown_ont,42.4527,-81.8803,-0.5,2020,14,2020,mid00,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,ridgetown_ont,42.4527,-81.8803,0.5,2020,14,2020,mid0,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,ridgetown_ont,42.4527,-81.8803,1.5,2020,14,2020,mid1,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,ridgetown_ont,42.4527,-81.8803,2.5,2020,14,2020,mid2,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,ridgetown_ont,42.4527,-81.8803,-1.5,2021,14,2021,mid000,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,ridgetown_ont,42.4527,-81.8803,-0.5,2021,14,2021,mid00,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,ridgetown_ont,42.4527,-81.8803,0.5,2021,14,2021,mid0,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,ridgetown_ont,42.4527,-81.8803,1.5,2021,14,2021,mid1,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,ridgetown_ont,42.4527,-81.8803,2.5,2021,14,2021,mid2,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,ridgetown_ont,42.4527,-81.8803,-1.5,2022,14,2022,mid000,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,ridgetown_ont,42.4527,-81.8803,-0.5,2022,14,2022,mid00,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,ridgetown_ont,42.4527,-81.8803,0.5,2022,14,2022,mid0,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,ridgetown_ont,42.4527,-81.8803,1.5,2022,14,2022,mid1,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,ridgetown_ont,42.4527,-81.8803,2.5,2022,14,2022,mid2,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,ridgetown_ont,42.4527,-81.8803,-1.5,2023,14,2023,mid000,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,ridgetown_ont,42.4527,-81.8803,-0.5,2023,14,2023,mid00,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,ridgetown_ont,42.4527,-81.8803,0.5,2023,14,2023,mid0,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,ridgetown_ont,42.4527,-81.8803,1.5,2023,14,2023,mid1,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,ridgetown_ont,42.4527,-81.8803,2.5,2023,14,2023,mid2,NA,NA,NA,NA,NA,NA,NA,NA,NA
